STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,TMAX,TMIN,TOBS,WT01,WT06,WT11,WT04,WT03
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090626,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090627,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090628,0.08,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090629,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090630,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090701,0.87,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090702,0.28,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090703,0.08,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090704,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090705,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090706,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090707,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090708,0.12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090709,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090710,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090711,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090712,0.32,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090713,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090714,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090715,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090716,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090717,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090718,0.59,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090719,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090720,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090721,0.16,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090722,0.84,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090723,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090724,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090725,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090726,0.20,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090727,0.99,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090728,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090729,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090730,0.95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090731,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090801,0.55,0.0,0.0,85,61,63,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090802,0.00,0.0,0.0,84,64,70,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090803,1.27,0.0,0.0,74,67,67,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090804,0.00,0.0,0.0,84,61,67,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090805,0.00,0.0,0.0,86,67,72,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090806,0.12,0.0,0.0,86,61,62,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090807,0.00,0.0,0.0,78,57,59,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090808,0.00,0.0,0.0,79,55,56,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090809,0.00,0.0,0.0,77,59,68,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090810,0.42,0.0,0.0,78,68,69,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090811,0.00,0.0,0.0,92,69,73,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090812,0.00,0.0,0.0,88,70,70,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090813,3.14,0.0,0.0,81,68,68,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090814,0.00,0.0,0.0,72,63,66,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090815,0.00,0.0,0.0,86,66,69,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090816,0.00,0.0,0.0,88,68,71,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090817,0.00,0.0,0.0,91,69,72,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090818,0.00,0.0,0.0,90,67,69,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090819,0.00,0.0,0.0,89,68,70,-9999,-9999,-9999,-9999,1
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090820,0.00,0.0,0.0,88,69,70,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090821,0.00,0.0,0.0,89,70,77,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090822,2.50,0.0,0.0,91,69,70,-9999,-9999,-9999,-9999,1
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090823,0.30,0.0,0.0,91,69,71,1,-9999,-9999,-9999,1
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090824,0.00,0.0,0.0,91,65,65,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090825,0.00,0.0,0.0,83,63,63,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090826,0.00,0.0,0.0,84,63,67,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090827,0.79,0.0,0.0,85,65,66,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090828,0.00,0.0,0.0,78,64,65,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090829,0.80,0.0,0.0,66,61,61,1,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090830,0.10,0.0,0.0,70,67,67,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090831,0.00,0.0,0.0,81,57,57,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090901,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090902,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090903,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090904,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090905,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090906,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090907,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090908,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090909,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090910,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090911,0.12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090912,0.76,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090913,0.16,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090914,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090915,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090916,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090917,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090918,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090920,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090921,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090922,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090923,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090924,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090925,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090926,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090927,0.84,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090928,0.12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090929,0.12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20090930,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091001,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091002,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091201,0.00,0.0,0.0,51,29,30,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091202,0.00,0.0,0.0,45,29,30,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091203,0.30,0.0,0.0,66,30,59,-9999,-9999,1,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091204,0.00,0.0,0.0,61,37,37,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091205,0.00,0.0,0.0,49,37,38,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091206,0.00,2.0,0.0,41,29,29,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091207,0.00,0.0,0.0,37,25,25,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091208,0.00,0.0,0.0,35,25,31,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091209,0.00,0.0,0.0,42,29,36,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091210,0.00,0.0,0.0,45,36,37,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091211,0.00,0.0,0.0,38,19,19,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091212,0.00,0.0,0.0,27,16,21,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091213,0.00,0.0,0.0,37,9,25,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091214,0.15,0.0,0.0,40,25,36,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091215,0.00,0.0,0.0,44,32,41,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091216,0.00,0.0,0.0,49,26,27,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091217,0.00,0.0,0.0,35,-9999,25,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091218,0.00,0.0,0.0,29,13,13,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091219,0.00,0.0,0.0,30,13,24,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091220,0.00,9.0,0.0,25,18,19,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091221,0.00,0.0,0.0,31,22,29,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091222,0.00,0.0,0.0,35,24,27,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091223,0.00,0.0,0.0,35,14,16,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091224,0.00,0.0,0.0,29,16,20,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091225,0.00,0.0,0.0,38,18,30,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091226,1.20,0.0,0.0,37,30,37,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091227,0.03,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091228,0.00,0.0,0.0,54,30,35,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091229,0.00,0.0,0.0,38,21,21,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091230,0.00,0.0,0.0,21,13,16,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20091231,0.00,0.0,0.0,30,16,28,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100301,0.00,0.0,0.0,40,30,36,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100302,0.00,0.0,0.0,48,28,28,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100303,0.00,0.0,0.0,46,28,33,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100304,0.00,0.0,0.0,39,32,34,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100305,0.00,0.0,0.0,46,34,34,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100306,0.00,0.0,0.0,48,26,26,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100307,0.00,0.0,0.0,54,26,30,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100308,0.00,0.0,0.0,56,29,37,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100309,0.00,0.0,0.0,60,29,37,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100310,0.00,0.0,0.0,61,32,33,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100311,0.00,0.0,0.0,58,33,43,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100312,0.00,0.0,0.0,55,41,42,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100313,0.59,0.0,0.0,43,38,40,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100314,2.85,0.0,0.0,46,39,45,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100315,0.56,0.0,0.0,50,40,42,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100316,0.20,0.0,0.0,45,39,41,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100317,0.00,0.0,0.0,64,35,35,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100318,0.00,0.0,0.0,67,35,40,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100319,0.00,0.0,0.0,76,40,41,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100320,0.00,0.0,0.0,71,40,45,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100321,0.00,0.0,0.0,74,45,46,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100322,0.00,0.0,0.0,69,47,52,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100323,1.88,0.0,0.0,56,50,56,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100324,0.00,0.0,0.0,50,42,42,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100325,0.00,0.0,0.0,62,37,37,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100326,0.20,0.0,0.0,64,36,40,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100327,0.00,0.0,0.0,47,26,26,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100328,0.00,0.0,0.0,44,26,33,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100329,1.65,0.0,0.0,50,33,50,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100330,0.25,0.0,0.0,55,41,41,-9999,-9999,-9999,-9999,-9999
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20100331,2.04,0.0,0.0,46,39,44,-9999,-9999,-9999,-9999,-9999
